report_id,company_name,isin,reported_at,pdf_path,pages_path,blocks_path,year_month,DATE,SYMBOL,COMPANY_NAME,TICKER,SECTOR,MOMENTUM,VALUE,SIZE,BETA,SEDOL,ISIN,RETURNS,report_type
f_GLbqDs38,ESTEE LAUDER COMPANIES INC,US5184391044,2023-05-03,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_GLbqDs38_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_GLbqDs38_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_GLbqDs38_blocks.txt,2023-05,2023-05-31,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-2.32428,-0.728,11.1359185516813,0.793803,2320524,US5184391044,-0.251529,Quarterly
f_JL9ScXw4,ESTEE LAUDER COMPANIES INC,US5184391044,2023-02-02,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_JL9ScXw4_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_JL9ScXw4_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_JL9ScXw4_blocks.txt,2023-02,2023-02-28,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-7.90539,-0.969,11.3678684835743,0.661246,2320524,US5184391044,-0.120425,Quarterly
f_LLursQNS,ESTEE LAUDER COMPANIES INC,US5184391044,2023-08-18,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_LLursQNS_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_LLursQNS_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_LLursQNS_blocks.txt,2023-08,2023-08-31,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-28.5842,-0.773,10.9761330985164,1.03451,2320524,US5184391044,-0.104568,Annual
f_MEMXf56e,GARTNER INC,US3666511072,2023-08-01,data/reports/GARTNER_INC/f_MEMXf56e_file.pdf,data/reports/GARTNER_INC/f_MEMXf56e_pages.txt,data/reports/GARTNER_INC/f_MEMXf56e_blocks.txt,2023-08,2023-08-31,36665110,"Gartner, Inc.",IT,Information Technology,23.9275,-0.829,10.2298409402337,0.520326,2372763,US3666511072,-0.0110579999999999,Quarterly
f_McZBkWOO,HELMERICH AND PAYNE INC,US4234521015,2023-04-26,data/reports/HELMERICH_AND_PAYNE_INC/f_McZBkWOO_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_McZBkWOO_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_McZBkWOO_blocks.txt,2023-04,2023-04-28,42345210,"Helmerich & Payne, Inc.",HP,Energy,-19.8126,1.788,8.13744491078101,1.03693,2420101,US4234521015,-0.0724475,Quarterly
f_bNV5DvtKmXBuOD9mZFMmb8,HELMERICH AND PAYNE INC,US4234521015,2024-11-13,data/reports/HELMERICH_AND_PAYNE_INC/f_bNV5DvtKmXBuOD9mZFMmb8_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_bNV5DvtKmXBuOD9mZFMmb8_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_bNV5DvtKmXBuOD9mZFMmb8_blocks.txt,2024-11,2024-11-29,42345210,"Helmerich & Payne, Inc.",HP,Energy,-5.48139,3.112,8.14398631425824,-0.474571,2420101,US4234521015,0.0383142,Annual
f_bYi9Llmj74iLH9xeHldSDg,GARTNER INC,US3666511072,2024-02-15,data/reports/GARTNER_INC/f_bYi9Llmj74iLH9xeHldSDg_file.pdf,data/reports/GARTNER_INC/f_bYi9Llmj74iLH9xeHldSDg_pages.txt,data/reports/GARTNER_INC/f_bYi9Llmj74iLH9xeHldSDg_blocks.txt,2024-02,2024-02-29,36665110,"Gartner, Inc.",IT,Information Technology,41.4508,-0.909,10.4998171321499,1.4171,2372763,US3666511072,0.017751,Annual
f_bfoBspdP4bzwjhwL4sAtcf,HOME DEPOT INC,US4370761029,2024-03-13,data/reports/HOME_DEPOT_INC/f_bfoBspdP4bzwjhwL4sAtcf_file.pdf,data/reports/HOME_DEPOT_INC/f_bfoBspdP4bzwjhwL4sAtcf_pages.txt,data/reports/HOME_DEPOT_INC/f_bfoBspdP4bzwjhwL4sAtcf_blocks.txt,2024-03,2024-03-28,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,37.2307,-0.664,12.8542828170037,1.5395,2434209,US4370761029,0.0138639,Annual
f_cMFvSYperNNuAtLDMRGqUn,HOME DEPOT INC,US4370761029,2024-11-19,data/reports/HOME_DEPOT_INC/f_cMFvSYperNNuAtLDMRGqUn_file.pdf,data/reports/HOME_DEPOT_INC/f_cMFvSYperNNuAtLDMRGqUn_pages.txt,data/reports/HOME_DEPOT_INC/f_cMFvSYperNNuAtLDMRGqUn_blocks.txt,2024-11,2024-11-29,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,29.4432,-0.671,12.9583246482611,1.64577,2434209,US4370761029,0.0955943,Quarterly
f_eAomhrEG,GARTNER INC,US3666511072,2023-11-03,data/reports/GARTNER_INC/f_eAomhrEG_file.pdf,data/reports/GARTNER_INC/f_eAomhrEG_pages.txt,data/reports/GARTNER_INC/f_eAomhrEG_blocks.txt,2023-11,2023-11-30,36665110,"Gartner, Inc.",IT,Information Technology,-5.90804,-0.923,10.420113971025,1.39408,2372763,US3666511072,0.309601,Quarterly
f_eK2K5Ty55VDFeywJupUSp8,GARTNER INC,US3666511072,2024-07-30,data/reports/GARTNER_INC/f_eK2K5Ty55VDFeywJupUSp8_file.pdf,data/reports/GARTNER_INC/f_eK2K5Ty55VDFeywJupUSp8_pages.txt,data/reports/GARTNER_INC/f_eK2K5Ty55VDFeywJupUSp8_blocks.txt,2024-07,2024-07-31,36665110,"Gartner, Inc.",IT,Information Technology,27.0002,-0.955,10.5567231157487,1.86487,2372763,US3666511072,0.116087,Quarterly
f_fOAkZP8BXUTPrRk4re4All,HELMERICH AND PAYNE INC,US4234521015,2024-04-24,data/reports/HELMERICH_AND_PAYNE_INC/f_fOAkZP8BXUTPrRk4re4All_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_fOAkZP8BXUTPrRk4re4All_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_fOAkZP8BXUTPrRk4re4All_blocks.txt,2024-04,2024-04-30,42345210,"Helmerich & Payne, Inc.",HP,Energy,33.2136,2.129,8.30150763684477,0.605677,2420101,US4234521015,-0.0649073,Quarterly
f_fRdgs6ltV2LABhJfenGHqx,GARTNER INC,US3666511072,2024-11-05,data/reports/GARTNER_INC/f_fRdgs6ltV2LABhJfenGHqx_file.pdf,data/reports/GARTNER_INC/f_fRdgs6ltV2LABhJfenGHqx_pages.txt,data/reports/GARTNER_INC/f_fRdgs6ltV2LABhJfenGHqx_blocks.txt,2024-11,2024-11-29,36665110,"Gartner, Inc.",IT,Information Technology,20.4896,-0.861,10.5978947709168,2.2704,2372763,US3666511072,0.0307064,Quarterly
f_fSBkQpf4G4QQR6zhHhJ6eX,HOME DEPOT INC,US4370761029,2024-08-20,data/reports/HOME_DEPOT_INC/f_fSBkQpf4G4QQR6zhHhJ6eX_file.pdf,data/reports/HOME_DEPOT_INC/f_fSBkQpf4G4QQR6zhHhJ6eX_pages.txt,data/reports/HOME_DEPOT_INC/f_fSBkQpf4G4QQR6zhHhJ6eX_blocks.txt,2024-08,2024-08-30,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,12.1598,-0.612,12.8065514004291,1.54275,2434209,US4370761029,0.00705886,Quarterly
f_fm5zk4I8k56AOhJr86UpR8,HOME DEPOT INC,US4370761029,2024-05-21,data/reports/HOME_DEPOT_INC/f_fm5zk4I8k56AOhJr86UpR8_file.pdf,data/reports/HOME_DEPOT_INC/f_fm5zk4I8k56AOhJr86UpR8_pages.txt,data/reports/HOME_DEPOT_INC/f_fm5zk4I8k56AOhJr86UpR8_blocks.txt,2024-05,2024-05-31,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,20.1662,-0.556,12.6959388084651,1.65201,2434209,US4370761029,0.00879335,Quarterly
f_fxMzThozQhiS8YTJLzBDjM,HELMERICH AND PAYNE INC,US4234521015,2024-07-25,data/reports/HELMERICH_AND_PAYNE_INC/f_fxMzThozQhiS8YTJLzBDjM_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_fxMzThozQhiS8YTJLzBDjM_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_fxMzThozQhiS8YTJLzBDjM_blocks.txt,2024-07,2024-07-31,42345210,"Helmerich & Payne, Inc.",HP,Energy,-15.5774,2.54,8.26565033448318,0.101667,2420101,US4234521015,0.118428,Quarterly
f_iHyO2zUz,HELMERICH AND PAYNE INC,US4234521015,2023-01-30,data/reports/HELMERICH_AND_PAYNE_INC/f_iHyO2zUz_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_iHyO2zUz_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_iHyO2zUz_blocks.txt,2023-01,2023-01-31,42345210,"Helmerich & Payne, Inc.",HP,Energy,77.758,0.848,8.53290201707686,0.988384,2420101,US4234521015,-0.0227961,Quarterly
f_m3DFAyV4,HOME DEPOT INC,US4370761029,2023-11-21,data/reports/HOME_DEPOT_INC/f_m3DFAyV4_file.pdf,data/reports/HOME_DEPOT_INC/f_m3DFAyV4_pages.txt,data/reports/HOME_DEPOT_INC/f_m3DFAyV4_blocks.txt,2023-11,2023-11-30,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,-11.2954,-0.585,12.6428631039377,1.26422,2434209,US4370761029,0.1085619999999999,Quarterly
f_q6X1J3zo,HELMERICH AND PAYNE INC,US4234521015,2023-11-08,data/reports/HELMERICH_AND_PAYNE_INC/f_q6X1J3zo_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_q6X1J3zo_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_q6X1J3zo_blocks.txt,2023-11,2023-11-30,42345210,"Helmerich & Payne, Inc.",HP,Energy,-20.0636,2.205,8.19591253675355,0.508036,2420101,US4234521015,-0.074301,Annual
f_s9H3SCrO,HOME DEPOT INC,US4370761029,2023-08-22,data/reports/HOME_DEPOT_INC/f_s9H3SCrO_file.pdf,data/reports/HOME_DEPOT_INC/f_s9H3SCrO_pages.txt,data/reports/HOME_DEPOT_INC/f_s9H3SCrO_blocks.txt,2023-08,2023-08-31,43707610,"Home Depot, Inc.",HD,Consumer Discretionary,18.1261,-0.616,12.7088211959493,0.879281,2434209,US4370761029,-0.00434965,Quarterly
f_sP7wvwJe,HELMERICH AND PAYNE INC,US4234521015,2023-07-26,data/reports/HELMERICH_AND_PAYNE_INC/f_sP7wvwJe_file.pdf,data/reports/HELMERICH_AND_PAYNE_INC/f_sP7wvwJe_pages.txt,data/reports/HELMERICH_AND_PAYNE_INC/f_sP7wvwJe_blocks.txt,2023-07,2023-07-31,42345210,"Helmerich & Payne, Inc.",HP,Energy,-20.2186,1.386,8.39378387109401,1.61325,2420101,US4234521015,0.262905,Quarterly
f_0dwSN4APWKNoaHkJEglhOz,KROGER CO,US5010441013,2024-06-28,data/reports/KROGER_CO/f_0dwSN4APWKNoaHkJEglhOz_file.pdf,data/reports/KROGER_CO/f_0dwSN4APWKNoaHkJEglhOz_pages.txt,data/reports/KROGER_CO/f_0dwSN4APWKNoaHkJEglhOz_blocks.txt,2024-06,2024-06-28,50104410,Kroger Co.,KR,Consumer Staples,13.5959,0.843,10.4810783219043,0.411884,2497406,US5010441013,-0.0465915,Quarterly
f_3ghFptQLgjDYBzYHTIp3He,KROGER CO,US5010441013,2024-04-02,data/reports/KROGER_CO/f_3ghFptQLgjDYBzYHTIp3He_file.pdf,data/reports/KROGER_CO/f_3ghFptQLgjDYBzYHTIp3He_pages.txt,data/reports/KROGER_CO/f_3ghFptQLgjDYBzYHTIp3He_blocks.txt,2024-04,2024-04-30,50104410,Kroger Co.,KR,Consumer Staples,20.3431,0.56,10.599236208949,0.622971,2497406,US5010441013,-0.0306319,Annual
f_3wNlpEBDZmsa9xq7jTLmap,ESTEE LAUDER COMPANIES INC,US5184391044,2024-05-01,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_3wNlpEBDZmsa9xq7jTLmap_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_3wNlpEBDZmsa9xq7jTLmap_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_3wNlpEBDZmsa9xq7jTLmap_blocks.txt,2024-05,2024-05-31,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-19.1767,-0.564,10.6811154980041,1.31346,2320524,US5184391044,-0.154659,Quarterly
f_5ANhXwgFmmAI5AeAZGqiNc,INTERNATIONAL PAPER CO,US4601461035,2024-02-16,data/reports/INTERNATIONAL_PAPER_CO/f_5ANhXwgFmmAI5AeAZGqiNc_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_5ANhXwgFmmAI5AeAZGqiNc_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_5ANhXwgFmmAI5AeAZGqiNc_blocks.txt,2024-02,2024-02-29,46014610,International Paper Company,IP,Materials,5.22892,1.379,9.39189237492095,1.11007,2465254,US4601461035,2.47955e-05,Annual
f_5EzVrFPya6Q9Rc4hnva99m,ESTEE LAUDER COMPANIES INC,US5184391044,2024-10-31,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_5EzVrFPya6Q9Rc4hnva99m_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_5EzVrFPya6Q9Rc4hnva99m_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_5EzVrFPya6Q9Rc4hnva99m_blocks.txt,2024-10,2024-10-31,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-20.9049,-0.321,10.3508919884549,1.47551,2320524,US5184391044,-0.308456,Quarterly
f_6zQRipQ4gLNrgVtGl6Se6V,INTERNATIONAL PAPER CO,US4601461035,2024-04-26,data/reports/INTERNATIONAL_PAPER_CO/f_6zQRipQ4gLNrgVtGl6Se6V_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_6zQRipQ4gLNrgVtGl6Se6V_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_6zQRipQ4gLNrgVtGl6Se6V_blocks.txt,2024-04,2024-04-30,46014610,International Paper Company,IP,Materials,24.534,1.298,9.41473134269847,1.15695,2465254,US4601461035,-0.104562,Quarterly
f_7t4P2crWHSvuXIOQc9vdbz,KROGER CO,US5010441013,2024-09-20,data/reports/KROGER_CO/f_7t4P2crWHSvuXIOQc9vdbz_file.pdf,data/reports/KROGER_CO/f_7t4P2crWHSvuXIOQc9vdbz_pages.txt,data/reports/KROGER_CO/f_7t4P2crWHSvuXIOQc9vdbz_blocks.txt,2024-09,2024-09-30,50104410,Kroger Co.,KR,Consumer Staples,21.8085,0.82,10.6186761305903,0.261719,2497406,US5010441013,0.0768652,Quarterly
f_B8uI2LWO,KROGER CO,US5010441013,2023-09-15,data/reports/KROGER_CO/f_B8uI2LWO_file.pdf,data/reports/KROGER_CO/f_B8uI2LWO_pages.txt,data/reports/KROGER_CO/f_B8uI2LWO_blocks.txt,2023-09,2023-09-29,50104410,Kroger Co.,KR,Consumer Staples,6.44395,0.577,10.3869608876955,0.988809,2497406,US5010441013,-0.0353524,Quarterly
f_C51pBNwS,KROGER CO,US5010441013,2023-06-23,data/reports/KROGER_CO/f_C51pBNwS_file.pdf,data/reports/KROGER_CO/f_C51pBNwS_pages.txt,data/reports/KROGER_CO/f_C51pBNwS_blocks.txt,2023-06,2023-06-30,50104410,Kroger Co.,KR,Consumer Staples,-0.707269,0.709,10.4116888529352,0.761881,2497406,US5010441013,0.0368408999999999,Quarterly
f_I6pJYq53,INTERNATIONAL PAPER CO,US4601461035,2023-04-28,data/reports/INTERNATIONAL_PAPER_CO/f_I6pJYq53_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_I6pJYq53_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_I6pJYq53_blocks.txt,2023-04,2023-04-28,46014610,International Paper Company,IP,Materials,-23.6879,1.671,9.35498470931127,1.24652,2465254,US4601461035,-0.0818081,Quarterly
f_LXqNGYBr,INTERNATIONAL PAPER CO,US4601461035,2023-10-27,data/reports/INTERNATIONAL_PAPER_CO/f_LXqNGYBr_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_LXqNGYBr_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_LXqNGYBr_blocks.txt,2023-10,2023-10-31,46014610,International Paper Company,IP,Materials,11.259,1.313,9.354745219503,1.49291,2465254,US4601461035,-0.0490556,Quarterly
f_WxmAN5Z8,INTERNATIONAL PAPER CO,US4601461035,2023-07-28,data/reports/INTERNATIONAL_PAPER_CO/f_WxmAN5Z8_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_WxmAN5Z8_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_WxmAN5Z8_blocks.txt,2023-07,2023-07-31,46014610,International Paper Company,IP,Materials,-21.8181,1.604,9.42575943211297,1.62741,2465254,US4601461035,0.133606,Quarterly
f_b6zddRmZ3JRY7AcX3Hcgtx,INTERNATIONAL PAPER CO,US4601461035,2024-07-26,data/reports/INTERNATIONAL_PAPER_CO/f_b6zddRmZ3JRY7AcX3Hcgtx_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_b6zddRmZ3JRY7AcX3Hcgtx_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_b6zddRmZ3JRY7AcX3Hcgtx_blocks.txt,2024-07,2024-07-31,46014610,International Paper Company,IP,Materials,25.8713,0.891,9.67729048954607,1.35825,2465254,US4601461035,0.0771726,Quarterly
f_dDEppQ7AEEev6ZB9MptVg4,INTERNATIONAL PAPER CO,US4601461035,2024-11-01,data/reports/INTERNATIONAL_PAPER_CO/f_dDEppQ7AEEev6ZB9MptVg4_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_dDEppQ7AEEev6ZB9MptVg4_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_dDEppQ7AEEev6ZB9MptVg4_blocks.txt,2024-11,2024-11-29,46014610,International Paper Company,IP,Materials,36.6285,0.652,9.91747411369098,1.13669,2465254,US4601461035,0.0677447,Quarterly
f_eCDQoOl9oPGdS7DeMyGGRx,ESTEE LAUDER COMPANIES INC,US5184391044,2024-08-19,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_eCDQoOl9oPGdS7DeMyGGRx_file.pdf,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_eCDQoOl9oPGdS7DeMyGGRx_pages.txt,data/reports/ESTEE_LAUDER_COMPANIES_INC/f_eCDQoOl9oPGdS7DeMyGGRx_blocks.txt,2024-08,2024-08-30,51843910,Estee Lauder Companies Inc. Class A,EL,Consumer Staples,-38.2849,-0.465,10.3886628928644,0.974109,2320524,US5184391044,-0.0731854,Annual
f_f9VIWdJW53Rajwy4JTofop,KROGER CO,US5010441013,2024-12-13,data/reports/KROGER_CO/f_f9VIWdJW53Rajwy4JTofop_file.pdf,data/reports/KROGER_CO/f_f9VIWdJW53Rajwy4JTofop_pages.txt,data/reports/KROGER_CO/f_f9VIWdJW53Rajwy4JTofop_blocks.txt,2024-12,2024-12-31,50104410,Kroger Co.,KR,Consumer Staples,36.7466,0.717,10.6988844970388,0.777822,2497406,US5010441013,0.00114608,Quarterly
f_wQS8wUY0,KROGER CO,US5010441013,2023-12-08,data/reports/KROGER_CO/f_wQS8wUY0_file.pdf,data/reports/KROGER_CO/f_wQS8wUY0_pages.txt,data/reports/KROGER_CO/f_wQS8wUY0_blocks.txt,2023-12,2023-12-29,50104410,Kroger Co.,KR,Consumer Staples,0.149536,0.926,10.3888832530287,0.661252,2497406,US5010441013,0.0325277,Quarterly
f_xQ27KCas,INTERNATIONAL PAPER CO,US4601461035,2023-02-17,data/reports/INTERNATIONAL_PAPER_CO/f_xQ27KCas_file.pdf,data/reports/INTERNATIONAL_PAPER_CO/f_xQ27KCas_pages.txt,data/reports/INTERNATIONAL_PAPER_CO/f_xQ27KCas_blocks.txt,2023-02,2023-02-28,46014610,International Paper Company,IP,Materials,-9.56045,1.654,9.45767590731228,1.35928,2465254,US4601461035,-0.119427,Annual
f_03MwphYcHXZl5rFzQWOLQa,ALTRIA GROUP INC,US02209S1033,2024-10-31,data/reports/ALTRIA_GROUP_INC/f_03MwphYcHXZl5rFzQWOLQa_file.pdf,data/reports/ALTRIA_GROUP_INC/f_03MwphYcHXZl5rFzQWOLQa_pages.txt,data/reports/ALTRIA_GROUP_INC/f_03MwphYcHXZl5rFzQWOLQa_blocks.txt,2024-10,2024-10-31,02209S10,"Altria Group, Inc.",MO,Consumer Staples,38.7452,1.237,11.3573010186114,0.309209,2692632,US02209S1033,0.0670062,Quarterly
f_4N4xhw522QzlUDcpfg5HCJ,PARKER-HANNIFIN CORP,US7010941042,2024-08-22,data/reports/PARKER-HANNIFIN_CORP/f_4N4xhw522QzlUDcpfg5HCJ_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_4N4xhw522QzlUDcpfg5HCJ_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_4N4xhw522QzlUDcpfg5HCJ_blocks.txt,2024-08,2024-08-30,70109410,Parker-Hannifin Corporation,PH,Industrials,32.8357,-0.179,11.2388617848534,1.34024,2671501,US7010941042,0.0725353,Annual
f_8MuX6pS3AeQbjWOk5PwRnc,EXELON CORP,US30161N1019,2024-02-21,data/reports/EXELON_CORP/f_8MuX6pS3AeQbjWOk5PwRnc_file.pdf,data/reports/EXELON_CORP/f_8MuX6pS3AeQbjWOk5PwRnc_pages.txt,data/reports/EXELON_CORP/f_8MuX6pS3AeQbjWOk5PwRnc_blocks.txt,2024-02,2024-02-29,30161N10,Exelon Corporation,EXC,Utilities,-10.2734,1.636,10.4852416188067,0.399949,2670519,US30161N1019,0.0295892,Annual
f_K8HPyah6,ALTRIA GROUP INC,US02209S1033,2023-08-01,data/reports/ALTRIA_GROUP_INC/f_K8HPyah6_file.pdf,data/reports/ALTRIA_GROUP_INC/f_K8HPyah6_pages.txt,data/reports/ALTRIA_GROUP_INC/f_K8HPyah6_blocks.txt,2023-08,2023-08-31,02209S10,"Altria Group, Inc.",MO,Consumer Staples,9.62077,0.816,11.2772744878931,0.569657,2692632,US02209S1033,-0.02642,Quarterly
f_PAgElRGR,PARKER-HANNIFIN CORP,US7010941042,2023-05-05,data/reports/PARKER-HANNIFIN_CORP/f_PAgElRGR_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_PAgElRGR_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_PAgElRGR_blocks.txt,2023-05,2023-05-31,70109410,Parker-Hannifin Corporation,PH,Industrials,20.923,-0.085,10.6541907921276,1.28472,2671501,US7010941042,-0.00916922,Quarterly
f_T4DUSDVG,PARKER-HANNIFIN CORP,US7010941042,2023-11-07,data/reports/PARKER-HANNIFIN_CORP/f_T4DUSDVG_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_T4DUSDVG_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_T4DUSDVG_blocks.txt,2023-11,2023-11-30,70109410,Parker-Hannifin Corporation,PH,Industrials,25.1111,-0.135,10.9150040420676,1.3616,2671501,US7010941042,0.178359,Quarterly
f_Vm5KYjUW,ALTRIA GROUP INC,US02209S1033,2023-04-27,data/reports/ALTRIA_GROUP_INC/f_Vm5KYjUW_file.pdf,data/reports/ALTRIA_GROUP_INC/f_Vm5KYjUW_pages.txt,data/reports/ALTRIA_GROUP_INC/f_Vm5KYjUW_blocks.txt,2023-04,2023-04-28,02209S10,"Altria Group, Inc.",MO,Consumer Staples,-12.6547,0.263,11.3416714992761,0.653199,2692632,US02209S1033,0.0647691,Quarterly
f_dET3BrdH,PARKER-HANNIFIN CORP,US7010941042,2023-02-07,data/reports/PARKER-HANNIFIN_CORP/f_dET3BrdH_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_dET3BrdH_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_dET3BrdH_blocks.txt,2023-02,2023-02-28,70109410,Parker-Hannifin Corporation,PH,Industrials,9.44941,-0.308,10.7134101958209,1.24685,2671501,US7010941042,0.0833769,Quarterly
f_dlQbCk8qOqAiKlC7ZIBqM9,ALTRIA GROUP INC,US02209S1033,2024-07-31,data/reports/ALTRIA_GROUP_INC/f_dlQbCk8qOqAiKlC7ZIBqM9_file.pdf,data/reports/ALTRIA_GROUP_INC/f_dlQbCk8qOqAiKlC7ZIBqM9_pages.txt,data/reports/ALTRIA_GROUP_INC/f_dlQbCk8qOqAiKlC7ZIBqM9_blocks.txt,2024-07,2024-07-31,02209S10,"Altria Group, Inc.",MO,Consumer Staples,9.77689,1.2,11.3650011651557,0.536584,2692632,US02209S1033,0.0759605,Quarterly
f_eY2opNHJ52v8Up8qNrDyE3,ALTRIA GROUP INC,US02209S1033,2024-02-27,data/reports/ALTRIA_GROUP_INC/f_eY2opNHJ52v8Up8qNrDyE3_file.pdf,data/reports/ALTRIA_GROUP_INC/f_eY2opNHJ52v8Up8qNrDyE3_pages.txt,data/reports/ALTRIA_GROUP_INC/f_eY2opNHJ52v8Up8qNrDyE3_blocks.txt,2024-02,2024-02-29,02209S10,"Altria Group, Inc.",MO,Consumer Staples,-4.62339,1.328,11.1883622588963,0.478675,2692632,US02209S1033,0.019691,Annual
f_fAnePC538LLGaMtgrHUw5Z,PARKER-HANNIFIN CORP,US7010941042,2024-02-06,data/reports/PARKER-HANNIFIN_CORP/f_fAnePC538LLGaMtgrHUw5Z_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_fAnePC538LLGaMtgrHUw5Z_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_fAnePC538LLGaMtgrHUw5Z_blocks.txt,2024-02,2024-02-29,70109410,Parker-Hannifin Corporation,PH,Industrials,37.0257,-0.212,11.1301852342045,1.67691,2671501,US7010941042,0.156054,Quarterly
f_fJdjEnZMuqp87TxGSSoYPu,PARKER-HANNIFIN CORP,US7010941042,2024-05-03,data/reports/PARKER-HANNIFIN_CORP/f_fJdjEnZMuqp87TxGSSoYPu_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_fJdjEnZMuqp87TxGSSoYPu_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_fJdjEnZMuqp87TxGSSoYPu_blocks.txt,2024-05,2024-05-31,70109410,Parker-Hannifin Corporation,PH,Industrials,71.7687,-0.169,11.11861700745,1.71345,2671501,US7010941042,-0.0217371,Quarterly
f_gpwncMHmOvyPgxs6SSJvP9,ALTRIA GROUP INC,US02209S1033,2024-04-25,data/reports/ALTRIA_GROUP_INC/f_gpwncMHmOvyPgxs6SSJvP9_file.pdf,data/reports/ALTRIA_GROUP_INC/f_gpwncMHmOvyPgxs6SSJvP9_pages.txt,data/reports/ALTRIA_GROUP_INC/f_gpwncMHmOvyPgxs6SSJvP9_blocks.txt,2024-04,2024-04-30,02209S10,"Altria Group, Inc.",MO,Consumer Staples,0.429797,1.181,11.2287889106163,0.577049,2692632,US02209S1033,0.00435591,Quarterly
f_hbSvOjgy8Z23sLZQLmnNoP,PARKER-HANNIFIN CORP,US7010941042,2024-11-05,data/reports/PARKER-HANNIFIN_CORP/f_hbSvOjgy8Z23sLZQLmnNoP_file.pdf,data/reports/PARKER-HANNIFIN_CORP/f_hbSvOjgy8Z23sLZQLmnNoP_pages.txt,data/reports/PARKER-HANNIFIN_CORP/f_hbSvOjgy8Z23sLZQLmnNoP_blocks.txt,2024-11,2024-11-29,70109410,Parker-Hannifin Corporation,PH,Industrials,47.2854,-0.263,11.4085517301047,1.27715,2671501,US7010941042,0.111151,Quarterly
